sr_No,Ticker,Company,sector,industry,country,market_Cap,P_E_Ratio,Price,Change,Volume,P_S_Ratio,P_B_Ratio,P_C_Ratio,Dividend,ROA,ROE,ROI,Debt_Eq,Outstanding,Float,Insider_Own,Insider_Trans,Inst_Own,Inst_Trans,Float_Short,Short_Ratio,Perf_Week,Perf_Month,Perf_Quart,Perf_Half,Perf_Year,Perf_YTD,Volatility_Week,Volatility_Month,Recom,Beta,ATR,SMA20,SMA50,SMA200,52W_High,52W_Low,RSI,Price
189,FLIR,FLIR Systems Inc.,Technology,Scientific & Technical Instruments,USA,6.52B,29.73,46.97,0.0054,905084,3.66,3.61,16.15,0.0128,7.90%,12.20%,8.50%,0.28,138.80M,135.93M,0.01,-0.2807,0.997,-0.0001,0.0096,1.16,-0.0042,0.1437,0.2492,0.2743,0.4601,0.2979,0.0142,0.0166,2.2,0.6,0.78,0.0643,0.1428,0.2462,-0.0227,0.4766,77.66,46.97
190,FLR,Fluor Corporation,Industrial Goods,Heavy Construction,USA,6.55B,59.17,46.86,0.054,2725777,0.34,2.06,3.25,0.0179,1.20%,3.50%,6.90%,0.5,139.74M,139.31M,0.002,0,0.873,-0.0071,0.0471,3.95,0.0964,0.0872,0.196,-0.0201,-0.0952,-0.1078,0.0239,0.0135,2.6,1.43,0.68,0.0929,0.1345,-0.0029,-0.1972,0.2653,87.88,46.86
191,FLS,Flowserve Corporation,Industrial Goods,Diversified Machinery,USA,5.18B,55.75,39.25,0.0028,4757297,1.38,3.01,10.26,0.0194,1.90%,5.60%,6.00%,0.93,132.05M,130.16M,0.0037,0,-,-0.0031,0.0756,7.17,-0.1132,-0.0916,-0.0321,-0.209,-0.0583,-0.1831,0.0484,0.0211,2.6,1.55,1.12,-0.1079,-0.0703,-0.1422,-0.2466,0.0464,26.88,39.25
192,FMC,FMC Corporation,Basic Materials,Chemicals - Major Diversified,USA,12.30B,58.59,91.11,0.0106,1532341,4.2,6.08,108.69,0.0072,0.70%,2.30%,9.00%,0.89,135.04M,133.03M,0.004,-0.1007,0.955,0.0043,0.0153,1.88,-0.0151,-0.0067,0.077,0.2507,0.7889,0.6109,0.024,0.0165,2.2,1.62,1.71,-0.0194,0.0119,0.206,-0.0418,0.8836,46.41,91.11
193,FOSL,Fossil Group Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories,USA,375.08M,-,7.33,-0.053,1939547,0.13,0.55,1.17,-,-15.70%,-36.30%,6.00%,1.01,51.17M,43.28M,0.081,-0.3368,-,0.0535,0.3311,5.64,-0.1651,-0.1874,-0.3455,-0.578,-0.7034,-0.7166,0.0783,0.0563,3.3,0.82,0.47,-0.1533,-0.1601,-0.4496,-0.8012,0.0779,28.94,7.33
194,FOX,Twenty-First Century Fox Inc.,Services,Entertainment - Diversified,USA,-,15.4,24.43,-0.0286,3298198,-,2.88,-,0.0147,-,-,-,-,-,1.53B,0.3896,-,0.5652,-,0.0033,2.02,-0.0513,-0.0718,-0.1225,-0.1284,-0.1126,-0.1035,0.0228,0.0211,2,-,0.56,-0.0568,-0.0652,-0.133,-0.2351,-0.0141,32.89,24.43
195,FOXA,Twenty-First Century Fox Inc.,Services,Entertainment - Diversified,USA,45.62B,15.47,24.97,-0.0325,11423450,1.6,2.94,7.4,0.0144,5.90%,20.10%,9.20%,1.27,1.83B,1.53B,0.001,0,0.98,0.0017,0.0212,4.75,-0.0545,-0.0735,-0.1145,-0.1208,-0.0989,-0.1095,0.0245,0.0216,2.3,1.38,0.59,-0.0592,-0.0643,-0.1276,-0.234,-0.0066,32.07,24.97
196,FRT,Federal Realty Investment Trust,Financial,REIT - Retail,USA,9.20B,40.51,126.56,-0.012,614379,11.21,4.6,95.56,0.0316,4.50%,12.60%,6.70%,1.59,72.71M,71.97M,0.006,-0.121,0.998,-0.0018,0.0394,6.77,0.0421,0.0037,-0.0513,-0.0297,-0.0783,-0.1094,0.0221,0.0178,2.4,0.35,2.32,0.0069,0.0023,-0.0304,-0.132,0.0602,52.43,126.56
197,FSLR,First Solar Inc.,Technology,Semiconductor - Specialized,USA,5.19B,-,59.87,0.0346,3133451,1.94,1.13,1.91,-,-,-,-10.40%,0.06,86.76M,77.13M,0.004,-0.2143,0.562,0.0111,0.1419,4.68,0.0381,0.2491,0.2327,0.7033,0.7349,0.8657,0.0749,0.0425,2.4,1.97,2.59,0.1945,0.2295,0.5202,-0.026,1.3424,69.12,59.87
198,FTI,TechnipFMC plc,Basic Materials,Oil & Gas Equipment & Services,USA,13.36B,34.56,28.58,0.0117,3094284,1.12,0.98,1.86,0.0045,-,-,-,0.28,467.40M,464.65M,0.003,0,0.777,0.0059,0.0196,2.82,0.0756,0.0404,0.0469,-0.0953,-,-0.1915,0.0221,0.0202,2.6,-,0.62,0.0783,0.0743,-0.0269,-0.2092,0.1651,69.72,28.58
199,FTR,Frontier Communications Corporation,Technology,Telecom Services - Domestic,USA,568.94M,-,7.41,-0.1928,9978994,0.06,0.16,1.47,0.3239,-3.90%,-25.90%,5.10%,5,76.78M,76.78M,0.002,1.353,0.652,0.002,0.3073,8.26,-0.3688,-0.3906,-0.5343,-0.6771,-0.8422,-0.8538,0.1506,0.0623,2.9,0.62,0.73,-0.3569,-0.3973,-0.6912,-0.8707,-0.1603,19.64,7.41
200,FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,USA,25.34B,28.97,73.64,0.0045,1009840,3.99,7.37,27.82,0.0038,-,-,15.20%,1.06,344.15M,306.40M,0.025,-0.0031,0.812,0.0027,0.0091,2.37,-0.0062,0.0289,0.0955,0.1709,0.4445,0.3731,0.0122,0.0142,2.5,-,1.05,0.0175,0.054,0.1596,-0.0099,0.4731,63.83,73.64
201,GD,General Dynamics Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,60.61B,20.27,204.06,0.0012,995303,1.96,5.26,22.27,0.0165,9.10%,28.30%,22.10%,0.42,297.01M,281.83M,0.006,-0.0437,0.863,-0.0014,0.0089,2.45,-0.0045,-0.044,0.0145,0.0394,0.3601,0.1819,0.0142,0.012,2,0.74,2.7,-0.0271,-0.0065,0.0373,-0.05,0.3717,43.82,204.06
202,GE,General Electric Company,Industrial Goods,Diversified Machinery,USA,178.82B,23.47,20.14,0.01,67345409,1.44,2.36,4.06,0.0477,-,-,5.10%,1.81,8.88B,8.65B,0.001,0.0396,0.561,-0.0037,0.0138,2.18,-0.0313,-0.1793,-0.2142,-0.3072,-0.2878,-0.3627,0.0229,0.0262,2.6,1.15,0.58,-0.0963,-0.1456,-0.2583,-0.378,0.026,24.58,20.14
203,GGP,GGP Inc.,Financial,REIT - Retail,USA,17.27B,16.15,19.1,-0.029,11541692,7.55,2.06,75.87,0.0461,5.00%,13.50%,3.80%,1.55,904.11M,880.84M,0.039,-0.0014,-,0.0008,0.0789,12.22,-0.0426,-0.1133,-0.1615,-0.1393,-0.2104,-0.2354,0.03,0.0224,2.3,0.8,0.52,-0.0845,-0.0894,-0.1594,-0.2879,0.0127,28.06,19.1
204,GILD,Gilead Sciences Inc.,Healthcare,Biotechnology,USA,96.94B,7.97,73.46,-0.0047,7645525,3.41,4.23,4.6,0.0283,21.80%,64.10%,31.00%,0,1.32B,1.30B,0.003,-0.1578,0.778,0.0035,0.0186,2.51,-0.0468,-0.1203,0.0003,0.093,0.0237,0.0258,0.0195,0.0203,2.4,1.16,1.83,-0.0759,-0.0931,0.02,-0.1485,0.1522,19.79,73.46
205,GIS,General Mills Inc.,Consumer Goods,Processed & Packaged Goods,USA,29.29B,18.38,51.34,-0.0081,1955007,1.89,7.58,35.68,0.0382,7.60%,40.10%,13.80%,2.58,570.43M,566.53M,0.003,0,0.721,-0.0121,0.05,7.05,-0.0045,-0.0144,-0.0894,-0.1056,-0.16,-0.1689,0.0178,0.0143,3.1,0.63,0.82,-0.0038,-0.028,-0.0944,-0.1986,0.0242,44.25,51.34
206,GLW,Corning Incorporated,Technology,Diversified Electronics,USA,28.78B,13.74,31.67,0.0028,3251917,2.89,1.86,-,0.0196,8.50%,15.30%,7.20%,0.31,908.63M,894.49M,0.001,-0.4954,0.748,-0.0045,0.0291,4.71,0.0051,0.0401,0.0831,0.0876,0.4183,0.3049,0.0106,0.0149,2.6,1.33,0.45,0.0352,0.06,0.0987,-0.0198,0.4247,68.13,31.67
207,GM,General Motors Company,Consumer Goods,Auto Manufacturers - Major,USA,60.96B,9.16,42.34,-0.0061,9848211,0.4,1.45,2.87,0.0359,1.40%,7.00%,6.00%,2.19,1.44B,1.28B,0.001,-0.5031,0.767,0.0092,0.0331,3.34,-0.0515,-0.0344,0.1994,0.2464,0.3627,0.2153,0.0242,0.0198,2.5,1.59,0.99,-0.0563,0.0281,0.1544,-0.0945,0.4015,43.25,42.34
208,GOOG,Alphabet Inc.,Technology,Internet Information Providers,USA,703.03B,37.42,1032.48,0.0067,1060064,7.08,4.82,-,-,-,-,-,-,680.92M,600.57M,0.1177,-0.0011,0.7059,-,0.0058,2.62,0.013,0.0645,0.111,0.1051,0.3547,0.3377,0.0141,0.0144,1.6,-,16.6,0.0411,0.0792,0.1391,-0.0152,0.4191,73.82,1032.48
209,GOOGL,Alphabet Inc.,Technology,Internet Information Providers,USA,691.11B,38.01,1049.99,0.0067,1384510,6.96,4.63,6.89,-,11.90%,14.30%,13.30%,0.03,658.21M,604.42M,0.001,0,0.813,0.0002,0.004,1.6,0.0158,0.0658,0.1102,0.0952,0.3424,0.325,0.0148,0.0145,1.8,0.91,17.13,0.0409,0.0799,0.135,-0.0128,0.4121,74.78,1049.99
210,GPC,Genuine Parts Company,Services,Specialty Retail Other,USA,13.05B,19.68,87.8,-0.0082,567549,0.82,3.81,62.09,0.0308,7.20%,20.20%,16.60%,0.34,148.58M,142.95M,0.0279,0,0.764,-0.0079,0.0343,5.75,-0.0062,-0.0834,0.0434,-0.0512,-0.0013,-0.081,0.015,0.0153,2.9,1.13,1.6,-0.0453,-0.0203,-0.0335,-0.1298,0.0994,40.31,87.8
211,GPN,Global Payments Inc.,Services,Business Services,USA,15.80B,65,103.61,0.0078,1103118,3.87,5.54,14.62,0.0004,-,-,2.70%,1.61,152.53M,151.60M,0.007,-0.2741,-,0.0017,0.0194,3,0.0201,0.0705,0.0708,0.1972,0.4701,0.4927,0.0159,0.0142,1.9,1.14,1.43,0.0428,0.0672,0.1708,-0.0082,0.6031,70.49,103.61
212,GPS,The Gap Inc.,Services,Apparel Stores,USA,10.58B,12.54,26.38,-0.0026,3322222,0.68,3.54,6.57,0.0349,10.90%,29.30%,17.60%,0.42,400.98M,245.60M,0.054,-0.0307,0.593,0.0053,0.0934,4.02,-0.0112,-0.1082,0.0973,0.0023,0.0293,0.1756,0.0223,0.026,2.9,0.9,0.71,-0.0295,-0.0246,0.0761,-0.1418,0.255,42.28,26.38
213,GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,Switzerland,11.83B,16.78,59.55,0.0117,1112177,3.89,3.21,10.67,0.0343,14.50%,19.20%,14.80%,0,198.71M,126.61M,0.004,-0.602,0.415,0.0048,0.1252,16.4,0.0579,0.0869,0.143,0.1461,0.2569,0.2281,0.0236,0.0148,3.1,0.81,0.95,0.067,0.1041,0.1491,-0.0147,0.2724,78.45,59.55
214,GS,The Goldman Sachs Group Inc.,Financial,Investment Brokerage - National,USA,94.56B,12.7,244.4,-0.01,1937846,2.25,1.32,0.85,0.0123,0.90%,10.60%,1.30%,7.37,386.89M,379.96M,0.004,0,0.791,-0.0116,0.0183,2.57,0.0111,-0.0067,0.0493,0.0861,0.387,0.0207,0.0153,0.0163,2.6,1.48,3.97,0.0091,0.0461,0.0603,-0.0421,0.3987,59.41,244.4
215,GT,The Goodyear Tire & Rubber Company,Consumer Goods,Rubber & Plastics,USA,7.76B,6.46,29.45,-0.0164,2612526,0.52,1.51,9.44,0.019,5.80%,21.10%,16.00%,1.31,263.42M,250.81M,0.001,-0.1368,0.952,-0.0017,0.0908,8.04,-0.0848,-0.1119,-0.0639,-0.1645,0.0552,-0.046,0.0271,0.0199,1.7,1.52,0.75,-0.0993,-0.0846,-0.1255,-0.2083,0.0674,24.16,29.45
216,GWW,W.W. Grainger Inc.,Services,Industrial Equipment Wholesale,USA,11.48B,23.72,200.01,0.0049,722234,1.12,6.49,40.33,0.0256,8.50%,27.70%,18.10%,1.31,57.39M,52.04M,0.015,-0.0006,0.847,0.0061,0.1959,10.3,0.0013,0.0974,0.1949,0.0584,-0.0198,-0.1388,0.0257,0.0336,3.1,0.76,5.92,0.0338,0.1143,0.0116,-0.2387,0.2904,61.41,200.01
217,HAL,Halliburton Company,Basic Materials,Oil & Gas Equipment & Services,USA,36.62B,179.38,43.23,0.0126,9508241,1.96,4.21,17.12,0.0167,-13.00%,-36.60%,-22.60%,1.25,847.15M,847.15M,0.003,-0.0324,0.82,-0.0022,0.0335,3.52,0.0189,-0.0413,0.0429,-0.047,-0.0719,-0.2008,0.0214,0.0207,1.8,1.08,0.92,-0.0056,0.0119,-0.0654,-0.2645,0.1322,51.46,43.23
218,HAS,Hasbro Inc.,Consumer Goods,Toys & Games,USA,11.09B,19.34,90.69,0.0121,1066242,2.11,6.2,7.73,0.0251,11.70%,31.30%,17.50%,0.95,122.24M,113.27M,0.006,-0.6633,0.838,0.0081,0.0507,3.83,-0.0664,-0.061,-0.1197,-0.0908,0.1158,0.1658,0.0238,0.0182,2.2,0.88,2.07,-0.0461,-0.0505,-0.0894,-0.2195,0.1747,40.68,90.69
219,HBAN,Huntington Bancshares Incorporated,Financial,Regional - Midwest Banks,USA,15.01B,16.62,13.78,-0.0065,7819886,4.47,1.57,8.89,0.0319,0.70%,7.20%,11.20%,0.89,1.09B,1.09B,0.01,-0.004,0.794,0.0157,0.0189,2.57,-0.0115,-0.0129,0.0377,0.0559,0.3444,0.0424,0.0151,0.0153,2.2,1.35,0.23,-0.0094,0.0273,0.0341,-0.0651,0.3684,53.64,13.78
220,HBI,Hanesbrands Inc.,Consumer Goods,Textile - Apparel Clothing,USA,7.15B,12.72,19.36,-0.0359,10645735,1.12,6.56,15.91,0.031,8.00%,51.60%,14.90%,3.92,369.33M,360.87M,0.005,-0.0901,0.976,0.0071,0.1643,13,-0.1403,-0.1855,-0.203,-0.1049,-0.1821,-0.1025,0.0441,0.0275,2.3,0.75,0.74,-0.158,-0.1933,-0.1345,-0.2568,0.0238,15.6,19.36
221,HCA,HCA Healthcare Inc.,Healthcare,Hospitals,USA,27.69B,10.24,76.43,0,2124545,0.66,-,-,-,-,-,21.00%,-,362.29M,290.02M,0.002,0.7717,0.78,0.0103,0.051,6.06,-0.0031,-0.0107,-0.0262,-0.0886,0.0411,0.0326,0.0246,0.0245,2,0.52,1.82,-0.0075,-0.0169,-0.0725,-0.1604,0.1407,46.57,76.43
222,HCN,Welltower Inc.,Financial,REIT - Healthcare Facilities,USA,24.62B,47.76,68.15,0.0063,1396492,5.75,1.77,55.65,0.0511,4.10%,8.40%,4.80%,0.81,361.19M,361.19M,0.0026,0,0.889,0.0072,0.0337,7.3,0.0147,-0.0054,-0.0524,-0.0225,0.0329,0.0182,0.0128,0.0136,2.9,0.24,1.01,0.0081,-0.0323,-0.0397,-0.1282,0.1475,47.13,68.15
223,HCP,HCP Inc.,Financial,REIT - Healthcare Facilities,USA,12.72B,30.22,27.14,0.0071,4215912,7.16,2.23,32.45,0.0545,4.20%,10.50%,4.50%,1.31,468.65M,467.80M,0.001,-0.0056,0.928,0.0011,0.0222,2.92,0.0614,0,-0.0819,-0.0992,-0.0534,-0.0868,0.0203,0.0169,3,0.36,0.53,0.0369,-0.0247,-0.1045,-0.1939,0.0819,55.75,27.14
224,HD,The Home Depot Inc.,Services,Home Improvement Stores,USA,194.14B,23.61,164.39,0.0103,3077970,1.99,54.8,40.2,0.0217,18.80%,192.30%,31.80%,7.03,1.18B,1.18B,0.001,-0.191,0.734,0.0014,0.0105,2.7,-0.0176,-0.0104,0.072,0.0478,0.3679,0.2261,0.0144,0.0106,1.9,1.09,1.87,-0.0036,0.0229,0.0795,-0.0211,0.3692,51.52,164.39
225,HES,Hess Corporation,Basic Materials,Independent Oil & Gas,USA,13.70B,-,45.46,0.0236,5035333,2.61,1.04,5.5,0.022,-20.20%,-38.50%,-27.00%,0.49,301.35M,281.84M,0.1133,-0.0006,0.9,0.0024,0.1016,7.14,0.0441,-0.0011,0.0607,-0.0613,-0.0346,-0.2702,0.0326,0.0312,2.4,1.79,1.48,0.0244,0.0516,-0.0157,-0.3066,0.2204,58.51,45.46
226,HIG,The Hartford Financial Services Group Inc.,Financial,Property & Casualty Insurance,USA,20.48B,42.56,55.84,0.0023,1544313,1.1,1.17,61.49,0.0179,0.20%,2.90%,5.60%,0.3,366.68M,360.67M,0.001,0,0.919,0.0033,0.0109,1.98,0.0116,0.0063,-0.0023,0.1311,0.2763,0.1719,0.0118,0.0111,2.6,0.99,0.7,0.0053,0.0189,0.0842,-0.0231,0.2932,58.7,55.84
227,HLT,Hilton Worldwide Holdings Inc.,Services,Lodging,USA,23.67B,738.99,73.16,0.0099,1653413,2.42,15.8,30.19,0.0082,0.60%,2.90%,7.50%,4.37,323.52M,282.85M,0.001,-0.9967,-,0.001,0.0338,4.33,0.0174,0.0546,0.1472,0.2057,0.6005,0.311,0.013,0.0115,2,1.3,0.87,0.0279,0.0708,0.1676,-0.002,0.6026,76.24,73.16
228,HOG,Harley-Davidson Inc.,Consumer Goods,Recreational Vehicles,USA,8.19B,14.72,47.04,-0.0265,1937533,1.48,4.01,8.28,0.031,6.10%,31.60%,8.20%,3.51,174.02M,169.93M,0.0039,-0.0982,0.964,0.0243,0.1464,12.5,-0.0167,0.0041,-0.0212,-0.153,-0.1588,-0.1937,0.021,0.0229,2.7,0.95,1.07,-0.0113,-0.0153,-0.1169,-0.258,0.0396,45.6,47.04
229,HOLX,Hologic Inc.,Healthcare,Medical Appliances & Equipment,USA,11.11B,14.77,39.56,0.0297,5261039,3.72,3.88,-,-,9.70%,30.50%,8.40%,1.13,280.82M,279.69M,0.001,-0.3038,-,-0.0122,0.0301,2.51,0.0623,0.0468,0.0136,-0.1269,0.0637,-0.014,0.0191,0.0153,1.9,0.94,0.62,0.0664,0.0542,-0.0425,-0.1547,0.1063,73.69,39.56
230,HON,Honeywell International Inc.,Industrial Goods,Diversified Machinery,USA,110.50B,21.97,144.97,-0.003,1423770,2.78,5.24,10.86,0.0206,9.20%,25.10%,13.80%,0.8,762.20M,760.60M,0.002,-0.4944,0.772,0.0027,0.0129,3.88,-0.0084,0.0133,0.0432,0.1055,0.338,0.2514,0.0075,0.0093,1.9,0.97,1.3,0.0037,0.0266,0.0938,-0.0138,0.3422,59.41,144.97
231,HP,Helmerich & Payne Inc.,Basic Materials,Oil & Gas Drilling & Exploration,USA,5.89B,-,54.91,0.0005,1377723,3.67,1.4,9.61,0.051,-2.70%,-4.10%,-0.10%,0,107.18M,105.61M,0.002,0.0239,-,-0.0039,0.1955,12.46,0.0437,0.0525,0.1577,-0.0813,-0.1213,-0.2906,0.0251,0.0231,3.3,1.25,1.32,0.0473,0.0993,-0.0475,-0.3599,0.3024,68.11,54.91
232,HPE,Hewlett Packard Enterprise Company,Technology,Diversified Computer Systems,USA,21.82B,72.97,13.5,-0.0095,9542961,0.61,0.76,1.97,0.0193,0.20%,0.40%,7.50%,0.57,1.62B,1.62B,0.001,-0.7632,0.854,0.0109,0.0313,3.78,-0.0546,-0.0897,-0.0128,-0.0787,0.0656,0.0039,0.0209,0.0202,2.7,-,0.3,-0.0611,-0.0466,-0.0203,-0.1071,0.0795,36.55,13.5
233,HPQ,HP Inc.,Technology,Diversified Computer Systems,USA,35.89B,15.46,21.47,0.0014,7709668,0.71,-,4.49,0.0247,8.00%,-57.10%,83.90%,-,1.67B,1.67B,0.001,-0.6478,0.823,0.0025,0.0169,2.79,-0.0014,0.055,0.1113,0.1119,0.4766,0.4468,0.0136,0.0162,2,1.85,0.34,0.0035,0.0573,0.1638,-0.0375,0.491,60.28,21.47
234,HRB,H&R Block Inc.,Services,Personal Services,USA,5.08B,12.47,24.06,0.0084,2352877,1.66,-,-,0.0399,16.90%,-98.20%,35.40%,-,210.97M,207.63M,0.007,-0.4994,0.972,0.0159,0.1373,10.41,-0.0841,-0.0251,-0.2041,-0.0479,0.0853,0.0465,0.0345,0.0235,3,0.58,0.67,-0.0541,-0.0822,-0.0744,-0.2434,0.2121,37.5,24.06
235,HRL,Hormel Foods Corporation,Consumer Goods,Meat Products,USA,16.53B,19.38,31.32,-0.006,2761308,1.78,3.48,26.1,0.0217,13.60%,18.90%,19.10%,0,527.65M,267.89M,0.001,-0.2848,0.404,-0.009,0.1143,12.45,0.0309,-0.0111,-0.0842,-0.0916,-0.1403,-0.1003,0.0171,0.0153,2.6,0.58,0.51,0.0079,0.0014,-0.0736,-0.1833,0.0528,53.71,31.32
236,HRS,Harris Corporation,Technology,Communication Equipment,USA,16.80B,27.19,139.41,0.0168,994006,2.85,5.74,34.71,0.0164,4.90%,18.30%,11.60%,1.38,120.50M,118.55M,0.004,-0.1802,0.866,-0.0047,0.0153,3,0.0211,0.0343,0.1877,0.2908,0.5023,0.3605,0.022,0.0122,1.8,1.1,1.83,0.0221,0.0666,0.2037,-0.018,0.5096,68.28,139.41
237,HSIC,Henry Schein Inc.,Services,Medical Equipment Wholesale,USA,13.06B,22.72,77.64,0.0176,3473616,1.09,4.19,174.89,-,8.10%,19.30%,13.80%,0.48,168.27M,156.09M,0.001,-0.1158,0.923,0.0001,0.0569,6.1,0.0142,-0.0483,-0.1551,-0.1128,0.0092,0.0235,0.024,0.0202,2.2,1.04,1.7,-0.0379,-0.0566,-0.0977,-0.1696,0.0547,38.62,77.64
238,HST,Host Hotels & Resorts Inc.,Financial,REIT - Hotel/Motel,USA,14.50B,24.15,19.63,0.0087,5002474,2.67,2.04,22.51,0.0408,-,-,6.10%,0.56,738.53M,728.61M,0.001,-0.0079,-,-0.0001,0.0829,10,0.0098,0.0715,0.0475,0.1028,0.3272,0.0419,0.0188,0.0172,2.7,1.31,0.34,0.0172,0.0539,0.0688,-0.0287,0.3398,60.68,19.63
239,HSY,The Hershey Company,Consumer Goods,Confectioners,USA,22.24B,34.45,105.92,-0.0063,809373,2.95,26.41,103.88,0.0247,11.10%,73.10%,21.50%,3.47,209.98M,-,0.059,-0.4243,0.723,-0.0197,-,2.87,0.0177,-0.0275,0.0026,-0.0101,0.052,0.0241,0.0117,0.0127,2.7,0.36,1.48,-0.0209,-0.017,-0.0216,-0.0907,0.107,42.76,105.92
240,HUM,Humana Inc.,Healthcare,Health Care Plans,USA,37.12B,20.95,256.69,0.0013,688891,0.69,3.39,4.56,0.0062,6.10%,16.80%,5.40%,0.47,144.60M,144.10M,0.001,-0.579,0.983,0.0069,0.0257,3.59,-0.0088,0.0462,0.0283,0.1197,0.5528,0.2581,0.0169,0.018,1.9,0.89,4.61,0.0415,0.0352,0.116,-0.0297,0.5554,64.21,256.69
241,IBM,International Business Machines Corporation,Technology,Information Technology Services,USA,141.19B,12.65,151.58,-0.0115,4429987,1.8,7.69,11.34,0.0396,9.90%,64.50%,19.70%,2.48,931.45M,931.18M,0.0008,0.0023,0.601,0.0005,0.0201,4.29,-0.0137,0.0331,0.0565,-0.0095,-0.0052,-0.0868,0.0111,0.0124,2.8,0.93,2.15,-0.0067,0.025,-0.0411,-0.1707,0.0895,50.37,151.58
242,ICE,Intercontinental Exchange Inc.,Financial,Diversified Investments,USA,39.06B,24.49,66.24,-0.0354,7181275,8.57,2.46,94.12,0.0121,2.00%,10.30%,7.20%,0.37,589.66M,572.43M,0.004,-0.1222,0.942,-0.0003,0.0075,1.65,0.0116,-0.0665,0.0291,0.121,0.2291,0.1741,0.0188,0.0153,2,0.73,1.17,-0.0183,-0.0105,0.0523,-0.0702,0.2442,47.03,66.24
243,IDXX,IDEXX Laboratories Inc.,Healthcare,Diagnostic Substances,USA,13.68B,53.36,155.49,0.0241,809829,7.35,-,32.36,-,16.90%,-492.10%,25.00%,-,88.00M,86.03M,0.013,-0.1388,0.924,-0.0013,0.0244,4.26,-0.0765,-0.0166,0,-0.0382,0.4799,0.3259,0.0439,0.0249,2.1,0.46,4.27,-0.0358,-0.0174,-0.002,-0.1013,0.4921,43.43,155.49
244,IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,USA,11.83B,29.92,148.31,0.0007,280507,3.68,7,24.07,0.0186,9.30%,23.80%,15.20%,1.13,79.74M,78.79M,0.134,0.1589,0.889,0.0173,0.0182,4.56,-0.0017,0.0072,0.1001,0.0796,0.1471,0.2587,0.0111,0.0114,2.6,1.2,1.76,0.0002,0.0273,0.1006,-0.0181,0.3106,55.44,148.31
245,ILMN,Illumina Inc.,Healthcare,Biotechnology,USA,31.24B,40.34,213.99,0.0248,634809,12.05,10.95,15.31,-,16.60%,30.30%,14.00%,0.41,146.00M,144.83M,0.006,-0.2796,0.941,-0.0033,0.0197,3.57,0.0188,0.0399,0.0722,0.1589,0.5923,0.6713,0.0225,0.0229,2.1,0.74,4.67,0.0343,0.0433,0.1745,-0.0024,0.7927,60.53,213.99
246,INCY,Incyte Corporation,Healthcare,Biotechnology,USA,22.00B,-,105.08,-0.0134,1849707,16.84,20.97,36.14,-,-9.60%,-22.10%,13.20%,0,209.36M,209.36M,0.004,-0.0677,0.935,0.0005,0.0258,3.28,-0.0962,-0.0748,-0.2039,-0.1079,0.2618,0.048,0.0497,0.0271,1.9,0.8,3.44,-0.0757,-0.1122,-0.1679,-0.3139,0.2659,24.54,105.08
247,INFO,IHS Markit Ltd.,Services,Business Services,United Kingdom,17.22B,45.73,43.49,0.013,1720741,4.88,2.25,-,-,2.90%,5.20%,2.30%,0.52,395.85M,366.27M,0.006,-0.3537,-,-0.0018,0.0373,5.64,0.0039,-0.0136,-0.0542,-0.0114,0.2027,0.2282,0.0149,0.0119,2.4,0.83,0.56,-0.0008,-0.0399,-0.0079,-0.1039,0.2742,45.05,43.49
248,INTC,Intel Corporation,Technology,Semiconductor - Broad Line,USA,202.79B,16.22,46.34,-0.0161,38817639,3.27,3.06,11.59,0.0235,11.60%,20.30%,11.10%,0.45,4.38B,4.38B,0.0005,-0.2624,0.695,0,0.0301,5.42,0.0437,0.1723,0.272,0.2682,0.3658,0.2776,0.0279,0.018,2.6,1.06,0.95,0.1172,0.202,0.2723,-0.0188,0.3945,83.88,46.34
249,INTU,Intuit Inc.,Technology,Application Software,USA,38.89B,41.16,153.64,0.0098,962407,7.51,29.15,50.05,0.0102,22.40%,81.40%,54.20%,0.36,253.11M,244.40M,0.001,-0.8108,0.877,-0.0027,0.009,1.73,0.0012,0.0755,0.1243,0.2177,0.4549,0.3405,0.0143,0.0129,2.4,1.17,2.03,0.0401,0.0647,0.1628,-0.0014,0.4885,73.41,153.64
250,IP,International Paper Company,Consumer Goods,Packaging & Containers,USA,23.61B,26.33,57.12,-0.0066,1517452,1.05,5.19,22.68,0.0333,2.30%,17.60%,7.90%,2.47,413.27M,374.53M,0.001,-0.0025,0.852,-0.001,0.0165,3.48,-0.0143,-0.0102,0.0519,0.079,0.3101,0.0765,0.0135,0.0132,2.3,1.47,0.8,-0.0104,0.009,0.0497,-0.0312,0.3116,48.22,57.12
251,IPG,The Interpublic Group of Companies Inc.,Services,Advertising Agencies,USA,7.63B,23.43,18.93,0,8220199,0.98,3.66,-,0.038,4.90%,29.10%,18.90%,1.04,403.26M,387.20M,0.002,-0.0311,-,0.0067,0.0658,4.16,-0.0376,-0.1129,-0.1216,-0.2155,-0.1328,-0.1914,0.0216,0.0244,2,1.47,0.54,-0.068,-0.0736,-0.1781,-0.2637,0.0005,35.28,18.93
